week,born,vax_cmr,unvax_cmr,vax_alive_start,unvax_alive_start,vax_dead_week,unvax_dead_week
2023-50,1960,690,1089,423176,225013,56,47
2023-51,1960,517,1019,423134,224969,42,44
2023-52,1960,628,1066,423083,224923,51,46
2024-01,1960,727,1298,423024,224867,59,56
2024-02,1960,899,1020,422951,224823,73,44
2024-03,1960,727,1067,422892,224777,59,46
2024-04,1960,579,1322,422845,224720,47,57
2024-05,1960,801,1114,422780,224672,65,48
2024-06,1960,727,1323,422721,224615,59,57
2024-07,1960,678,1091,422666,224568,55,47
2024-08,1960,678,812,422611,224533,55,35
2024-09,1960,616,696,422561,224503,50,30
2024-10,1960,580,1138,422514,224454,47,49
2024-11,1960,469,975,422476,224412,38,42
2024-12,1960,567,1069,422430,224366,46,46
2024-13,1960,678,813,422375,224331,55,35
2024-14,1960,666,767,422321,224298,54,33
2024-15,1960,518,720,422279,224267,42,31
2024-16,1960,740,1232,422219,224214,60,53
2024-17,1960,444,651,422183,224186,36,28
2024-18,1960,716,930,422125,224146,58,40
2024-19,1960,741,930,422065,224106,60,40
2024-20,1960,568,930,422019,224066,46,40
2024-21,1960,630,1047,421968,224021,51,45
2024-22,1960,519,977,421926,223979,42,42
2024-23,1960,543,1024,421882,223935,44,44
2024-24,1960,704,978,421825,223893,57,42
2024-25,1960,531,955,421782,223852,43,41
2024-26,1960,581,1001,421735,223809,47,43
2024-27,1960,531,932,421692,223769,43,40
2024-28,1960,457,745,421655,223737,37,32
2024-29,1960,333,769,421628,223704,27,33
2024-30,1960,482,815,421589,223669,39,35
2024-31,1960,457,862,421552,223632,37,37
2024-32,1960,544,676,421508,223603,44,29
2024-33,1960,371,746,421478,223571,30,32
2024-34,1960,309,769,421453,223538,25,33
2024-35,1960,321,956,421427,223497,26,41
2024-36,1960,235,536,421408,223474,19,23
2024-37,1960,346,303,421380,223461,28,13
2024-38,1960,197,466,421364,223441,16,20
2024-39,1960,148,303,421352,223428,12,13
2024-40,1960,111,256,421343,223417,9,11
2024-41,1960,0,46,421343,223415,0,2
2021-24,1965,195,868,427377,276328,16,46
2021-25,1965,158,509,427364,276301,13,27
2021-26,1965,219,736,427346,276262,18,39
2021-27,1965,280,396,427323,276241,23,21
2021-28,1965,170,641,427309,276207,14,34
2021-29,1965,207,509,427292,276180,17,27
2021-30,1965,195,509,427276,276153,16,27
2021-31,1965,195,604,427260,276121,16,32
2021-32,1965,231,661,427241,276086,19,35
2021-33,1965,244,774,427221,276045,20,41
2021-34,1965,256,623,427200,276012,21,33
2021-35,1965,231,585,427181,275981,19,31
2021-36,1965,268,623,427159,275948,22,33
2021-37,1965,305,793,427134,275906,25,42
2021-38,1965,317,623,427108,275873,26,33
2021-39,1965,256,491,427087,275847,21,26
2021-40,1965,317,737,427061,275808,26,39
2021-41,1965,305,567,427036,275778,25,30
2021-42,1965,402,699,427003,275741,33,37
2021-43,1965,366,661,426973,275706,30,35
2021-44,1965,354,699,426944,275669,29,37
2021-45,1965,305,927,426919,275620,25,49
2021-46,1965,390,718,426887,275582,32,38
2021-47,1965,366,681,426857,275546,30,36
2021-48,1965,207,908,426840,275498,17,48
2021-49,1965,305,1306,426815,275429,25,69
2021-50,1965,317,1022,426789,275375,26,54
2021-51,1965,256,1136,426768,275315,21,60
2021-52,1965,391,1003,426736,275262,32,53
2022-01,1965,268,966,426714,275211,22,51
2022-02,1965,268,871,426692,275165,22,46
2022-03,1965,354,606,426663,275133,29,32
2022-04,1965,293,644,426639,275099,24,34
2022-05,1965,342,966,426611,275048,28,51
2022-06,1965,452,739,426574,275009,37,39
2022-07,1965,366,644,426544,274975,30,34
2022-08,1965,281,663,426521,274940,23,35
2022-09,1965,256,853,426500,274895,21,45
2022-10,1965,379,607,426469,274863,31,32
2022-11,1965,403,493,426436,274837,33,26
2022-12,1965,391,702,426404,274800,32,37
2022-13,1965,281,721,426381,274762,23,38
2022-14,1965,305,683,426356,274726,25,36
2022-15,1965,317,493,426330,274700,26,26
2022-16,1965,342,531,426302,274672,28,28
2022-17,1965,305,721,426277,274634,25,38
2022-18,1965,342,512,426249,274607,28,27
2022-19,1965,305,626,426224,274574,25,33
2022-20,1965,330,512,426197,274547,27,27
2022-21,1965,330,531,426170,274519,27,28
2022-22,1965,293,645,426146,274485,24,34
2022-23,1965,183,911,426131,274437,15,48
2022-24,1965,232,285,426112,274422,19,15
2022-25,1965,232,551,426093,274393,19,29
2022-26,1965,379,684,426062,274357,31,36
2022-27,1965,305,627,426037,274324,25,33
2022-28,1965,220,836,426019,274280,18,44
2022-29,1965,440,703,425983,274243,36,37
2022-30,1965,342,589,425955,274212,28,31
2022-31,1965,257,817,425934,274169,21,43
2022-32,1965,489,608,425894,274137,40,32
2022-33,1965,257,703,425873,274100,21,37
2022-34,1965,306,608,425848,274068,25,32
2022-35,1965,416,532,425814,274040,34,28
2022-36,1965,232,627,425795,274007,19,33
2022-37,1965,379,685,425764,273971,31,36
2022-38,1965,342,532,425736,273943,28,28
2022-39,1965,306,685,425711,273907,25,36
2022-40,1965,404,742,425678,273868,33,39
2022-41,1965,343,609,425650,273836,28,32
2022-42,1965,220,552,425632,273807,18,29
2022-43,1965,232,914,425613,273759,19,48
2022-44,1965,477,590,425574,273728,39,31
2022-45,1965,294,495,425550,273702,24,26
2022-46,1965,318,609,425524,273670,26,32
2022-47,1965,232,647,425505,273636,19,34
2022-48,1965,379,705,425474,273599,31,37
2022-49,1965,392,705,425442,273562,32,37
2022-50,1965,416,743,425408,273523,34,39
2022-51,1965,367,762,425378,273483,30,40
2022-52,1965,429,724,425343,273445,35,38
2023-01,1965,453,438,425306,273422,37,23
2023-02,1965,465,667,425268,273387,38,35
2023-03,1965,416,743,425234,273348,34,39
2023-04,1965,490,705,425194,273311,40,37
2023-05,1965,306,705,425169,273274,25,37
2023-06,1965,318,591,425143,273243,26,31
2023-07,1965,380,572,425112,273213,31,30
2023-08,1965,282,744,425089,273174,23,39
2023-09,1965,368,610,425059,273142,30,32
2023-10,1965,368,534,425029,273114,30,28
2023-11,1965,441,687,424993,273078,36,36
2023-12,1965,404,591,424960,273047,33,31
2023-13,1965,282,477,424937,273022,23,25
2023-14,1965,380,573,424906,272992,31,30
2023-15,1965,355,649,424877,272958,29,34
2023-16,1965,343,458,424849,272934,28,24
2023-17,1965,282,477,424826,272909,23,25
2023-18,1965,270,783,424804,272868,22,41
2023-19,1965,233,630,424785,272835,19,33
2023-20,1965,331,707,424758,272798,27,37
2023-21,1965,380,611,424727,272766,31,32
2023-22,1965,319,535,424701,272738,26,28
2023-23,1965,331,516,424674,272711,27,27
2023-24,1965,392,726,424642,272673,32,38
2023-25,1965,478,707,424603,272636,39,37
2023-26,1965,307,497,424578,272610,25,26
2023-27,1965,356,765,424549,272570,29,40
2023-28,1965,282,688,424526,272534,23,36
2023-29,1965,343,497,424498,272508,28,26
2023-30,1965,442,803,424462,272466,36,42
2023-31,1965,282,382,424439,272446,23,20
2023-32,1965,442,574,424403,272416,36,30
2023-33,1965,294,746,424379,272377,24,39
2023-34,1965,430,593,424344,272346,35,31
2023-35,1965,344,516,424316,272319,28,27
2023-36,1965,454,708,424279,272282,37,37
2023-37,1965,381,478,424248,272257,31,25
2023-38,1965,307,536,424223,272229,25,28
2023-39,1965,319,613,424197,272197,26,32
2023-40,1965,467,728,424159,272159,38,38
2023-41,1965,454,574,424122,272129,37,30
2023-42,1965,319,613,424096,272097,26,32
2023-43,1965,430,670,424061,272062,35,35
2023-44,1965,368,824,424031,272019,30,43
2023-45,1965,209,747,424014,271980,17,39
2023-46,1965,381,536,423983,271952,31,28
2023-47,1965,307,843,423958,271908,25,44
2023-48,1965,332,556,423931,271879,27,29
2023-49,1965,602,709,423882,271842,49,37
2023-50,1965,418,498,423848,271816,34,26
2023-51,1965,455,940,423811,271767,37,49
2023-52,1965,418,710,423777,271730,34,37
2024-01,1965,295,671,423753,271695,24,35
2024-02,1965,418,806,423719,271653,34,42
2024-03,1965,516,652,423677,271619,42,34
2024-04,1965,393,479,423645,271594,32,25
2024-05,1965,356,710,423616,271557,29,37
2024-06,1965,553,710,423571,271520,45,37
2024-07,1965,430,672,423536,271485,35,35
2024-08,1965,369,576,423506,271455,30,30
2024-09,1965,369,461,423476,271431,30,24
2024-10,1965,418,826,423442,271388,34,43
2024-11,1965,480,672,423403,271353,39,35
2024-12,1965,529,576,423360,271323,43,30
2024-13,1965,443,557,423324,271294,36,29
2024-14,1965,529,653,423281,271260,43,34
2024-15,1965,332,576,423254,271230,27,30
2024-16,1965,406,615,423221,271198,33,32
2024-17,1965,184,673,423206,271163,15,35
2024-18,1965,381,500,423175,271137,31,26
2024-19,1965,295,596,423151,271106,24,31
2024-20,1965,369,615,423121,271074,30,32
2024-21,1965,406,634,423088,271041,33,33
2024-22,1965,369,711,423058,271004,30,37
2024-23,1965,283,577,423035,270974,23,30
2024-24,1965,246,500,423015,270948,20,26
2024-25,1965,406,538,422982,270920,33,28
2024-26,1965,332,615,422955,270888,27,32
2024-27,1965,394,462,422923,270864,32,24
2024-28,1965,369,404,422893,270843,30,21
2024-29,1965,308,539,422868,270815,25,28
2024-30,1965,234,539,422849,270787,19,28
2024-31,1965,271,693,422827,270751,22,36
2024-32,1965,308,500,422802,270725,25,26
2024-33,1965,258,520,422781,270698,21,27
2024-34,1965,320,423,422755,270676,26,22
2024-35,1965,271,366,422733,270657,22,19
2024-36,1965,197,192,422717,270647,16,10
2024-37,1965,185,211,422702,270636,15,11
2024-38,1965,148,211,422690,270625,12,11
2024-39,1965,61,173,422685,270616,5,9
2024-40,1965,49,19,422681,270615,4,1
2024-41,1965,0,38,422681,270613,0,2
2021-24,1970,156,425,499088,367825,15,30
2021-25,1970,94,311,499079,367803,9,22
2021-26,1970,125,382,499067,367776,12,27
2021-27,1970,135,439,499054,367745,13,31
2021-28,1970,177,382,499037,367718,17,27
2021-29,1970,114,283,499026,367698,11,20
2021-30,1970,167,397,499010,367670,16,28
2021-31,1970,188,312,498992,367648,18,22
2021-32,1970,156,297,498977,367627,15,21
2021-33,1970,167,326,498961,367604,16,23
2021-34,1970,146,283,498947,367584,14,20
2021-35,1970,114,397,498936,367556,11,28
2021-36,1970,156,312,498921,367534,15,22
2021-37,1970,125,312,498909,367512,12,22
2021-38,1970,156,354,498894,367487,15,25
2021-39,1970,156,283,498879,367467,15,20
2021-40,1970,177,411,498862,367438,17,29
2021-41,1970,114,368,498851,367412,11,26
2021-42,1970,156,369,498836,367386,15,26
2021-43,1970,146,411,498822,367357,14,29
2021-44,1970,177,326,498805,367334,17,23
2021-45,1970,188,468,498787,367301,18,33
2021-46,1970,198,440,498768,367270,19,31
2021-47,1970,115,553,498757,367231,11,39
2021-48,1970,135,553,498744,367192,13,39
2021-49,1970,209,454,498724,367160,20,32
2021-50,1970,156,525,498709,367123,15,37
2021-51,1970,135,625,498696,367079,13,44
2021-52,1970,125,497,498684,367044,12,35
2022-01,1970,104,355,498674,367019,10,25
2022-02,1970,167,610,498658,366976,16,43
2022-03,1970,156,440,498643,366945,15,31
2022-04,1970,115,468,498632,366912,11,33
2022-05,1970,240,341,498609,366888,23,24
2022-06,1970,177,284,498592,366868,17,20
2022-07,1970,219,412,498571,366839,21,29
2022-08,1970,198,369,498552,366813,19,26
2022-09,1970,219,511,498531,366777,21,36
2022-10,1970,261,383,498506,366750,25,27
2022-11,1970,94,426,498497,366720,9,30
2022-12,1970,313,327,498467,366697,30,23
2022-13,1970,167,497,498451,366662,16,35
2022-14,1970,177,312,498434,366640,17,22
2022-15,1970,156,455,498419,366608,15,32
2022-16,1970,167,355,498403,366583,16,25
2022-17,1970,188,426,498385,366553,18,30
2022-18,1970,146,497,498371,366518,14,35
2022-19,1970,167,369,498355,366492,16,26
2022-20,1970,177,441,498338,366461,17,31
2022-21,1970,115,369,498327,366435,11,26
2022-22,1970,188,256,498309,366417,18,18
2022-23,1970,94,284,498300,366397,9,20
2022-24,1970,293,327,498272,366374,28,23
2022-25,1970,167,313,498256,366352,16,22
2022-26,1970,177,341,498239,366328,17,24
2022-27,1970,125,298,498227,366307,12,21
2022-28,1970,209,355,498207,366282,20,25
2022-29,1970,177,370,498190,366256,17,26
2022-30,1970,157,298,498175,366235,15,21
2022-31,1970,188,441,498157,366204,18,31
2022-32,1970,272,270,498131,366185,26,19
2022-33,1970,198,284,498112,366165,19,20
2022-34,1970,188,413,498094,366136,18,29
2022-35,1970,167,341,498078,366112,16,24
2022-36,1970,115,441,498067,366081,11,31
2022-37,1970,177,356,498050,366056,17,25
2022-38,1970,188,398,498032,366028,18,28
2022-39,1970,198,356,498013,366003,19,25
2022-40,1970,240,284,497990,365983,23,20
2022-41,1970,188,384,497972,365956,18,27
2022-42,1970,146,384,497958,365929,14,27
2022-43,1970,188,285,497940,365909,18,20
2022-44,1970,167,285,497924,365889,16,20
2022-45,1970,293,399,497896,365861,28,28
2022-46,1970,251,342,497872,365837,24,24
2022-47,1970,115,484,497861,365803,11,34
2022-48,1970,240,513,497838,365767,23,36
2022-49,1970,157,370,497823,365741,15,26
2022-50,1970,251,228,497799,365725,24,16
2022-51,1970,314,541,497769,365687,30,38
2022-52,1970,188,427,497751,365657,18,30
2023-01,1970,167,456,497735,365625,16,32
2023-02,1970,261,427,497710,365595,25,30
2023-03,1970,199,385,497691,365568,19,27
2023-04,1970,209,342,497671,365544,20,24
2023-05,1970,178,356,497654,365519,17,25
2023-06,1970,178,442,497637,365488,17,31
2023-07,1970,220,442,497616,365457,21,31
2023-08,1970,157,256,497601,365439,15,18
2023-09,1970,209,428,497581,365409,20,30
2023-10,1970,178,470,497564,365376,17,33
2023-11,1970,157,356,497549,365351,15,25
2023-12,1970,199,471,497530,365318,19,33
2023-13,1970,167,342,497514,365294,16,24
2023-14,1970,199,342,497495,365270,19,24
2023-15,1970,272,342,497469,365246,26,24
2023-16,1970,230,356,497447,365221,22,25
2023-17,1970,167,328,497431,365198,16,23
2023-18,1970,188,485,497413,365164,18,34
2023-19,1970,241,414,497390,365135,23,29
2023-20,1970,230,242,497368,365118,22,17
2023-21,1970,199,342,497349,365094,19,24
2023-22,1970,157,285,497334,365074,15,20
2023-23,1970,241,371,497311,365048,23,26
2023-24,1970,167,399,497295,365020,16,28
2023-25,1970,293,271,497267,365001,28,19
2023-26,1970,241,357,497244,364976,23,25
2023-27,1970,199,300,497225,364955,19,21
2023-28,1970,146,371,497211,364929,14,26
2023-29,1970,220,357,497190,364904,21,25
2023-30,1970,304,257,497161,364886,29,18
2023-31,1970,146,228,497147,364870,14,16
2023-32,1970,199,371,497128,364844,19,26
2023-33,1970,283,242,497101,364827,27,17
2023-34,1970,220,328,497080,364804,21,23
2023-35,1970,304,400,497051,364776,29,28
2023-36,1970,136,257,497038,364758,13,18
2023-37,1970,209,343,497018,364734,20,24
2023-38,1970,157,414,497003,364705,15,29
2023-39,1970,251,457,496979,364673,24,32
2023-40,1970,220,514,496958,364637,21,36
2023-41,1970,178,314,496941,364615,17,22
2023-42,1970,230,386,496919,364588,22,27
2023-43,1970,283,357,496892,364563,27,25
2023-44,1970,167,400,496876,364535,16,28
2023-45,1970,251,329,496852,364512,24,23
2023-46,1970,293,286,496824,364492,28,20
2023-47,1970,230,357,496802,364467,22,25
2023-48,1970,230,314,496780,364445,22,22
2023-49,1970,230,257,496758,364427,22,18
2023-50,1970,199,357,496739,364402,19,25
2023-51,1970,209,472,496719,364369,20,33
2023-52,1970,251,357,496695,364344,24,25
2024-01,1970,188,572,496677,364304,18,40
2024-02,1970,230,343,496655,364280,22,24
2024-03,1970,209,443,496635,364249,20,31
2024-04,1970,272,529,496609,364212,26,37
2024-05,1970,136,429,496596,364182,13,30
2024-06,1970,273,529,496570,364145,26,37
2024-07,1970,294,343,496542,364121,28,24
2024-08,1970,231,400,496520,364093,22,28
2024-09,1970,241,214,496497,364078,23,15
2024-10,1970,210,386,496477,364051,20,27
2024-11,1970,189,272,496459,364032,18,19
2024-12,1970,273,415,496433,364003,26,29
2024-13,1970,283,515,496406,363967,27,36
2024-14,1970,210,315,496386,363945,20,22
2024-15,1970,105,372,496376,363919,10,26
2024-16,1970,136,300,496363,363898,13,21
2024-17,1970,210,300,496343,363877,20,21
2024-18,1970,210,401,496323,363849,20,28
2024-19,1970,231,257,496301,363831,22,18
2024-20,1970,126,315,496289,363809,12,22
2024-21,1970,241,358,496266,363784,23,25
2024-22,1970,136,401,496253,363756,13,28
2024-23,1970,147,200,496239,363742,14,14
2024-24,1970,231,258,496217,363724,22,18
2024-25,1970,199,415,496198,363695,19,29
2024-26,1970,189,243,496180,363678,18,17
2024-27,1970,126,401,496168,363650,12,28
2024-28,1970,178,372,496151,363624,17,26
2024-29,1970,189,200,496133,363610,18,14
2024-30,1970,147,286,496119,363590,14,20
2024-31,1970,136,329,496106,363567,13,23
2024-32,1970,157,301,496091,363546,15,21
2024-33,1970,147,172,496077,363534,14,12
2024-34,1970,178,129,496060,363525,17,9
2024-35,1970,84,229,496052,363509,8,16
2024-36,1970,42,100,496048,363502,4,7
2024-37,1970,63,186,496042,363489,6,13
2024-38,1970,42,86,496038,363483,4,6
2024-39,1970,63,157,496032,363472,6,11
2024-40,1970,10,57,496031,363468,1,4
2024-41,1970,0,14,496031,363467,0,1
2021-24,1975,114,184,502280,452756,11,16
2021-25,1975,62,172,502274,452741,6,15
2021-26,1975,51,161,502269,452727,5,14
2021-27,1975,51,253,502264,452705,5,22
2021-28,1975,83,264,502256,452682,8,23
2021-29,1975,72,172,502249,452667,7,15
2021-30,1975,114,241,502238,452646,11,21
2021-31,1975,83,172,502230,452631,8,15
2021-32,1975,83,230,502222,452611,8,20
2021-33,1975,62,288,502216,452586,6,25
2021-34,1975,103,115,502206,452576,10,10
2021-35,1975,103,299,502196,452550,10,26
2021-36,1975,51,184,502191,452534,5,16
2021-37,1975,41,149,502187,452521,4,13
2021-38,1975,83,218,502179,452502,8,19
2021-39,1975,103,172,502169,452487,10,15
2021-40,1975,134,149,502156,452474,13,13
2021-41,1975,41,172,502152,452459,4,15
2021-42,1975,72,276,502145,452435,7,24
2021-43,1975,103,276,502135,452411,10,24
2021-44,1975,145,242,502121,452390,14,21
2021-45,1975,114,242,502110,452369,11,21
2021-46,1975,51,219,502105,452350,5,19
2021-47,1975,166,311,502089,452323,16,27
2021-48,1975,124,322,502077,452295,12,28
2021-49,1975,124,380,502065,452262,12,33
2021-50,1975,166,345,502049,452232,16,30
2021-51,1975,114,345,502038,452202,11,30
2021-52,1975,83,265,502030,452179,8,23
2022-01,1975,155,230,502015,452159,15,20
2022-02,1975,93,161,502006,452145,9,14
2022-03,1975,51,242,502001,452124,5,21
2022-04,1975,124,219,501989,452105,12,19
2022-05,1975,93,230,501980,452085,9,20
2022-06,1975,62,196,501974,452068,6,17
2022-07,1975,83,242,501966,452047,8,21
2022-08,1975,62,207,501960,452029,6,18
2022-09,1975,93,265,501951,452006,9,23
2022-10,1975,93,196,501942,451989,9,17
2022-11,1975,135,173,501929,451974,13,15
2022-12,1975,72,161,501922,451960,7,14
2022-13,1975,93,242,501913,451939,9,21
2022-14,1975,72,196,501906,451922,7,17
2022-15,1975,187,80,501888,451915,18,7
2022-16,1975,103,300,501878,451889,10,26
2022-17,1975,124,207,501866,451871,12,18
2022-18,1975,124,288,501854,451846,12,25
2022-19,1975,103,150,501844,451833,10,13
2022-20,1975,103,230,501834,451813,10,20
2022-21,1975,145,253,501820,451791,14,22
2022-22,1975,62,138,501814,451779,6,12
2022-23,1975,103,196,501804,451762,10,17
2022-24,1975,135,219,501791,451743,13,19
2022-25,1975,155,184,501776,451727,15,16
2022-26,1975,83,392,501768,451693,8,34
2022-27,1975,103,207,501758,451675,10,18
2022-28,1975,187,196,501740,451658,18,17
2022-29,1975,93,219,501731,451639,9,19
2022-30,1975,83,300,501723,451613,8,26
2022-31,1975,155,161,501708,451599,15,14
2022-32,1975,155,207,501693,451581,15,18
2022-33,1975,62,219,501687,451562,6,19
2022-34,1975,124,196,501675,451545,12,17
2022-35,1975,166,219,501659,451526,16,19
2022-36,1975,103,300,501649,451500,10,26
2022-37,1975,93,288,501640,451475,9,25
2022-38,1975,103,254,501630,451453,10,22
2022-39,1975,114,265,501619,451430,11,23
2022-40,1975,124,138,501607,451418,12,12
2022-41,1975,166,300,501591,451392,16,26
2022-42,1975,103,254,501581,451370,10,22
2022-43,1975,103,207,501571,451352,10,18
2022-44,1975,72,311,501564,451325,7,27
2022-45,1975,145,196,501550,451308,14,17
2022-46,1975,114,138,501539,451296,11,12
2022-47,1975,176,219,501522,451277,17,19
2022-48,1975,135,184,501509,451261,13,16
2022-49,1975,145,196,501495,451244,14,17
2022-50,1975,124,242,501483,451223,12,21
2022-51,1975,155,277,501468,451199,15,24
2022-52,1975,187,312,501450,451172,18,27
2023-01,1975,72,242,501443,451151,7,21
2023-02,1975,166,254,501427,451129,16,22
2023-03,1975,72,242,501420,451108,7,21
2023-04,1975,114,277,501409,451084,11,24
2023-05,1975,135,254,501396,451062,13,22
2023-06,1975,124,277,501384,451038,12,24
2023-07,1975,103,173,501374,451023,10,15
2023-08,1975,145,184,501360,451007,14,16
2023-09,1975,104,219,501350,450988,10,19
2023-10,1975,114,150,501339,450975,11,13
2023-11,1975,124,208,501327,450957,12,18
2023-12,1975,124,161,501315,450943,12,14
2023-13,1975,145,161,501301,450929,14,14
2023-14,1975,62,300,501295,450903,6,26
2023-15,1975,135,300,501282,450877,13,26
2023-16,1975,135,115,501269,450867,13,10
2023-17,1975,72,254,501262,450845,7,22
2023-18,1975,124,312,501250,450818,12,27
2023-19,1975,124,173,501238,450803,12,15
2023-20,1975,83,208,501230,450785,8,18
2023-21,1975,124,196,501218,450768,12,17
2023-22,1975,41,335,501214,450739,4,29
2023-23,1975,218,219,501193,450720,21,19
2023-24,1975,41,219,501189,450701,4,19
2023-25,1975,72,358,501182,450670,7,31
2023-26,1975,249,138,501158,450658,24,12
2023-27,1975,114,219,501147,450639,11,19
2023-28,1975,166,312,501131,450612,16,27
2023-29,1975,166,231,501115,450592,16,20
2023-30,1975,83,196,501107,450575,8,17
2023-31,1975,135,243,501094,450554,13,21
2023-32,1975,176,185,501077,450538,17,16
2023-33,1975,114,208,501066,450520,11,18
2023-34,1975,145,289,501052,450495,14,25
2023-35,1975,124,208,501040,450477,12,18
2023-36,1975,145,289,501026,450452,14,25
2023-37,1975,124,254,501014,450430,12,22
2023-38,1975,72,173,501007,450415,7,15
2023-39,1975,93,138,500998,450403,9,12
2023-40,1975,124,208,500986,450385,12,18
2023-41,1975,104,162,500976,450371,10,14
2023-42,1975,114,254,500965,450349,11,22
2023-43,1975,114,196,500954,450332,11,17
2023-44,1975,93,173,500945,450317,9,15
2023-45,1975,114,289,500934,450292,11,25
2023-46,1975,124,231,500922,450272,12,20
2023-47,1975,166,173,500906,450257,16,15
2023-48,1975,166,220,500890,450238,16,19
2023-49,1975,145,277,500876,450214,14,24
2023-50,1975,135,173,500863,450199,13,15
2023-51,1975,124,115,500851,450189,12,10
2023-52,1975,124,185,500839,450173,12,16
2024-01,1975,114,301,500828,450147,11,26
2024-02,1975,145,278,500814,450123,14,24
2024-03,1975,124,243,500802,450102,12,21
2024-04,1975,135,231,500789,450082,13,20
2024-05,1975,197,127,500770,450071,19,11
2024-06,1975,135,196,500757,450054,13,17
2024-07,1975,156,196,500742,450037,15,17
2024-08,1975,124,150,500730,450024,12,13
2024-09,1975,156,220,500715,450005,15,19
2024-10,1975,156,208,500700,449987,15,18
2024-11,1975,93,243,500691,449966,9,21
2024-12,1975,83,220,500683,449947,8,19
2024-13,1975,156,162,500668,449933,15,14
2024-14,1975,124,220,500656,449914,12,19
2024-15,1975,62,162,500650,449900,6,14
2024-16,1975,124,254,500638,449878,12,22
2024-17,1975,104,127,500628,449867,10,11
2024-18,1975,124,162,500616,449853,12,14
2024-19,1975,135,220,500603,449834,13,19
2024-20,1975,104,104,500593,449825,10,9
2024-21,1975,218,127,500572,449814,21,11
2024-22,1975,114,220,500561,449795,11,19
2024-23,1975,166,127,500545,449784,16,11
2024-24,1975,114,289,500534,449759,11,25
2024-25,1975,114,208,500523,449741,11,18
2024-26,1975,52,278,500518,449717,5,24
2024-27,1975,114,127,500507,449706,11,11
2024-28,1975,145,173,500493,449691,14,15
2024-29,1975,72,139,500486,449679,7,12
2024-30,1975,125,255,500474,449657,12,22
2024-31,1975,62,127,500468,449646,6,11
2024-32,1975,104,197,500458,449629,10,17
2024-33,1975,62,81,500452,449622,6,7
2024-34,1975,104,150,500442,449609,10,13
2024-35,1975,104,127,500432,449598,10,11
2024-36,1975,52,104,500427,449589,5,9
2024-37,1975,41,46,500423,449585,4,4
2024-38,1975,52,57,500418,449580,5,5
2024-39,1975,10,69,500417,449574,1,6
2024-40,1975,10,57,500416,449569,1,5
