week,born,vax_cmr,unvax_cmr,vax_alive_start,unvax_alive_start,vax_dead_week,unvax_dead_week
2021-24,1930,2964,8646,311345,66333,177,110
2021-25,1930,3619,6690,311129,66248,216,85
2021-26,1930,2766,7803,310964,66149,165,99
2021-27,1930,3087,7657,310780,66052,184,97
2021-28,1930,3408,6956,310577,65964,203,88
2021-29,1930,3242,6252,310384,65885,193,79
2021-30,1930,3294,6894,310188,65798,196,87
2021-31,1930,2993,8334,310010,65693,178,105
2021-32,1930,2928,6437,309836,65612,174,81
2021-33,1930,3233,6206,309644,65534,192,78
2021-34,1930,3218,6213,309453,65456,191,78
2021-35,1930,3473,7179,309247,65366,206,90
2021-36,1930,3357,7269,309048,65275,199,91
2021-37,1930,3630,7679,308833,65179,215,96
2021-38,1930,3531,6808,308624,65094,209,85
2021-39,1930,3770,6657,308401,65011,223,83
2021-40,1930,3840,7308,308174,64920,227,91
2021-41,1930,3894,6674,307944,64837,230,83
2021-42,1930,3795,7489,307720,64744,224,93
2021-43,1930,4137,7904,307476,64646,244,98
2021-44,1930,4497,10587,307211,64515,265,131
2021-45,1930,4450,11177,306949,64377,262,138
2021-46,1930,4743,13398,306670,64212,279,165
2021-47,1930,4560,15392,306402,64023,268,189
2021-48,1930,4479,13882,306139,63853,263,170
2021-49,1930,5251,16465,305831,63652,308,201
2021-50,1930,4146,12563,305588,63499,243,153
2021-51,1930,4132,12676,305346,63345,242,154
2021-52,1930,3981,10061,305113,63223,233,122
2022-01,1930,3505,11240,304908,63087,205,136
2022-02,1930,3901,10435,304680,62961,228,126
2022-03,1930,3527,8959,304474,62853,206,108
2022-04,1930,3718,8642,304257,62749,217,104
2022-05,1930,4425,9323,303999,62637,258,112
2022-06,1930,4033,11596,303764,62498,235,139
2022-07,1930,4484,11790,303503,62357,261,141
2022-08,1930,4711,11145,303229,62224,274,133
2022-09,1930,3940,10916,303000,62094,229,130
2022-10,1930,3892,8916,302774,61988,226,106
2022-11,1930,3895,8594,302548,61886,226,102
2022-12,1930,3708,10637,302333,61760,215,126
2022-13,1930,4159,9642,302092,61646,241,114
2022-14,1930,3972,9915,301862,61529,230,117
2022-15,1930,3872,7553,301638,61440,224,89
2022-16,1930,4394,8245,301384,61343,254,97
2022-17,1930,3514,5871,301181,61274,203,69
2022-18,1930,3603,8352,300973,61176,208,98
2022-19,1930,3415,6058,300776,61105,197,71
2022-20,1930,3313,4783,300585,61049,191,56
2022-21,1930,3141,5900,300404,60980,181,69
2022-22,1930,3578,5649,300198,60914,206,66
2022-23,1930,4415,6170,299944,60842,254,72
2022-24,1930,3653,5662,299734,60776,210,66
2022-25,1930,3603,6442,299527,60701,207,75
2022-26,1930,4285,5331,299281,60639,246,62
2022-27,1930,3033,6543,299107,60563,174,76
2022-28,1930,3384,5774,298913,60496,194,67
2022-29,1930,4382,6990,298662,60415,251,81
2022-30,1930,3598,6308,298456,60342,206,73
2022-31,1930,4091,6142,298222,60271,234,71
2022-32,1930,3446,6409,298025,60197,197,74
2022-33,1930,4307,6765,297779,60119,246,78
2022-34,1930,3995,6686,297551,60042,228,77
2022-35,1930,3384,4606,297358,59989,193,53
2022-36,1930,4036,6701,297128,59912,230,77
2022-37,1930,3740,6710,296915,59835,213,77
2022-38,1930,3778,6631,296700,59759,215,76
2022-39,1930,4168,8214,296463,59665,237,94
2022-40,1930,3572,8052,296260,59573,203,92
2022-41,1930,4086,7977,296028,59482,232,91
2022-42,1930,4195,8165,295790,59389,238,93
2022-43,1930,4428,5889,295539,59322,251,67
2022-44,1930,3884,7482,295319,59237,220,85
2022-45,1930,4170,6257,295083,59166,236,71
2022-46,1930,3925,6176,294861,59096,222,70
2022-47,1930,3911,6625,294640,59021,221,75
2022-48,1930,4693,6545,294375,58947,265,74
2022-49,1930,4538,7263,294119,58865,256,82
2022-50,1930,4933,8606,293841,58768,278,97
2022-51,1930,5987,9511,293504,58661,337,107
2022-52,1930,6065,10331,293163,58545,341,116
2023-01,1930,5466,8296,292856,58452,307,93
2023-02,1930,4847,7683,292584,58366,272,86
2023-03,1930,5066,7515,292300,58282,284,84
2023-04,1930,4124,6180,292069,58213,231,69
2023-05,1930,4377,7175,291824,58133,245,80
2023-06,1930,4202,6106,291589,58065,235,68
2023-07,1930,4402,7374,291343,57983,246,82
2023-08,1930,4137,6663,291112,57909,231,74
2023-09,1930,4015,6671,290888,57835,224,74
2023-10,1930,4215,5957,290653,57769,235,66
2023-11,1930,3788,5692,290442,57706,211,63
2023-12,1930,4186,5970,290209,57640,233,66
2023-13,1930,3721,6702,290002,57566,207,74
2023-14,1930,3832,6802,289789,57491,213,75
2023-15,1930,4231,4720,289554,57439,235,52
2023-16,1930,3766,5816,289345,57375,209,64
2023-17,1930,3444,5640,289154,57313,191,62
2023-18,1930,3554,6102,288957,57246,197,67
2023-19,1930,3738,5379,288750,57187,207,59
2023-20,1930,3523,5567,288555,57126,195,61
2023-21,1930,3218,4110,288377,57081,178,45
2023-22,1930,3492,3565,288184,57042,193,39
2023-23,1930,3494,4940,287991,56988,193,54
2023-24,1930,3623,4670,287791,56937,200,51
2023-25,1930,3354,4216,287606,56891,185,46
2023-26,1930,2920,4678,287445,56840,161,51
2023-27,1930,3339,3855,287261,56798,184,42
2023-28,1930,3614,5606,287062,56737,199,61
2023-29,1930,3871,4415,286849,56689,213,48
2023-30,1930,3747,4050,286643,56645,206,44
2023-31,1930,3112,3776,286472,56604,171,41
2023-32,1930,3132,4056,286300,56560,172,44
2023-33,1930,4392,5814,286059,56497,241,63
2023-34,1930,4013,4156,285839,56452,220,45
2023-35,1930,3906,4344,285625,56405,214,47
2023-36,1930,3470,4348,285435,56358,190,47
2023-37,1930,3802,4722,285227,56307,208,51
2023-38,1930,3512,5005,285035,56253,192,54
2023-39,1930,3661,5103,284835,56198,200,55
2023-40,1930,3370,6223,284651,56131,184,67
2023-41,1930,3776,5300,284445,56074,206,57
2023-42,1930,3632,6703,284247,56002,198,72
2023-43,1930,3946,5779,284032,55940,215,62
2023-44,1930,3582,5785,283837,55878,195,62
2023-45,1930,3971,4856,283621,55826,216,52
2023-46,1930,4066,6171,283400,55760,221,66
2023-47,1930,3535,4211,283208,55715,192,45
2023-48,1930,4459,6277,282966,55648,242,67
2023-49,1930,4223,6567,282737,55578,229,70
2023-50,1930,4245,6481,282507,55509,230,69
2023-51,1930,4618,6112,282257,55444,250,65
2023-52,1930,4640,7628,282006,55363,251,81
2024-01,1930,4256,6790,281776,55291,230,72
2024-02,1930,3981,5381,281561,55234,215,57
2024-03,1930,3725,5764,281360,55173,201,61
2024-04,1930,4191,4350,281134,55127,226,46
2024-05,1930,3749,4828,280932,55076,202,51
2024-06,1930,4086,5781,280712,55015,220,61
2024-07,1930,4257,5977,280483,54952,229,63
2024-08,1930,3888,5509,280274,54894,209,58
2024-09,1930,3853,5039,280067,54841,207,53
2024-10,1930,3185,4091,279896,54798,171,43
2024-11,1930,3224,4380,279723,54752,173,46
2024-12,1930,3208,4002,279551,54710,172,42
2024-13,1930,3509,4005,279363,54668,188,42
2024-14,1930,3305,3913,279186,54627,177,41
2024-15,1930,3607,4681,278993,54578,193,49
2024-16,1930,3422,4015,278810,54536,183,42
2024-17,1930,3050,2965,278647,54505,163,31
2024-18,1930,3351,5075,278468,54452,179,53
2024-19,1930,2791,4024,278319,54410,149,42
2024-20,1930,3243,5468,278146,54353,173,57
2024-21,1930,3151,5185,277978,54299,168,54
2024-22,1930,3472,4324,277793,54254,185,45
2024-23,1930,2873,3847,277640,54214,153,40
2024-24,1930,2875,4235,277487,54170,153,44
2024-25,1930,3158,4817,277319,54120,168,50
2024-26,1930,3443,3760,277136,54081,183,39
2024-27,1930,2823,2604,276986,54054,150,27
2024-28,1930,3315,4151,276810,54011,176,43
2024-29,1930,2563,3767,276674,53972,136,39
2024-30,1930,2790,3673,276526,53934,148,38
2024-31,1930,2886,3095,276373,53902,153,32
2024-32,1930,2907,3678,276219,53864,154,38
2024-33,1930,2681,3778,276077,53825,142,39
2024-34,1930,2796,2810,275929,53796,148,29
2024-35,1930,2268,3103,275809,53764,120,32
2024-36,1930,1815,2231,275713,53741,96,23
2024-37,1930,1797,1844,275618,53722,95,19
2024-38,1930,1589,1553,275534,53706,84,16
2024-39,1930,908,1553,275486,53690,48,16
2024-40,1930,378,485,275466,53685,20,5
2024-41,1930,75,97,275462,53684,4,1
2021-24,1935,3232,7780,311329,66344,193,99
2021-25,1935,2748,8186,311165,66240,164,104
2021-26,1935,3252,6620,310971,66156,194,84
2021-27,1935,2868,8842,310800,66044,171,112
2021-28,1935,3088,7194,310616,65953,184,91
2021-29,1935,3107,7045,310431,65864,185,89
2021-30,1935,3647,6896,310214,65777,217,87
2021-31,1935,2488,6508,310066,65695,148,82
2021-32,1935,3146,6436,309879,65614,187,81
2021-33,1935,3266,5967,309685,65539,194,75
2021-34,1935,3285,6213,309490,65461,195,78
2021-35,1935,3439,5262,309286,65395,204,66
2021-36,1935,3441,5427,309082,65327,204,68
2021-37,1935,3257,6873,308889,65241,193,86
2021-38,1935,3412,8084,308687,65140,202,101
2021-39,1935,3769,7374,308464,65048,223,92
2021-40,1935,3755,6822,308242,64963,222,85
2021-41,1935,4012,7958,308005,64864,237,99
2021-42,1935,4167,6841,307759,64779,246,85
2021-43,1935,4239,7738,307509,64683,250,96
2021-44,1935,4905,8963,307220,64572,289,111
2021-45,1935,4960,11248,306928,64433,292,139
2021-46,1935,4727,12573,306650,64278,278,155
2021-47,1935,5668,12033,306317,64130,333,148
2021-48,1935,5623,15003,305987,63946,330,184
2021-49,1935,5561,13571,305661,63780,326,166
2021-50,1935,4815,14592,305379,63602,282,178
2021-51,1935,4562,9116,305112,63491,267,111
2021-52,1935,4464,11358,304851,63353,261,138
2022-01,1935,4193,10969,304606,63220,245,133
2022-02,1935,3974,9419,304374,63106,232,114
2022-03,1935,4681,9934,304101,62986,273,120
2022-04,1935,3998,8457,303868,62884,233,102
2022-05,1935,4671,12467,303596,62734,272,150
2022-06,1935,4968,10076,303307,62613,289,121
2022-07,1935,4439,11099,303049,62480,258,133
2022-08,1935,4580,9950,302783,62361,266,119
2022-09,1935,3963,9213,302553,62251,230,110
2022-10,1935,4571,10995,302288,62120,265,131
2022-11,1935,4177,8575,302046,62018,242,102
2022-12,1935,4198,9686,301803,61903,243,115
2022-13,1935,4703,8774,301531,61799,272,104
2022-14,1935,4430,9043,301275,61692,256,107
2022-15,1935,4399,8805,301021,61588,254,104
2022-16,1935,4490,8480,300762,61488,259,100
2022-17,1935,4737,7303,300489,61402,273,86
2022-18,1935,4393,7228,300236,61317,253,85
2022-19,1935,4206,6726,299994,61238,242,79
2022-20,1935,4105,5369,299758,61175,236,63
2022-21,1935,3550,6229,299554,61102,204,73
2022-22,1935,4407,5467,299301,61038,253,64
2022-23,1935,3678,6757,299090,60959,211,79
2022-24,1935,3943,5908,298864,60890,226,69
2022-25,1935,4050,7374,298632,60804,232,86
2022-26,1935,4316,6869,298385,60724,247,80
2022-27,1935,3567,5759,298181,60657,204,67
2022-28,1935,4095,6282,297947,60584,234,73
2022-29,1935,4589,6031,297685,60514,262,70
2022-30,1935,4084,7593,297452,60426,233,88
2022-31,1935,3912,6912,297229,60346,223,80
2022-32,1935,4336,6055,296982,60276,247,70
2022-33,1935,4832,8144,296707,60182,275,94
2022-34,1935,4309,6071,296462,60112,245,70
2022-35,1935,4259,5296,296220,60051,242,61
2022-36,1935,3981,7913,295994,59960,226,91
2022-37,1935,4848,5310,295719,59899,275,61
2022-38,1935,4694,7322,295453,59815,266,84
2022-39,1935,4557,6808,295195,59737,258,78
2022-40,1935,5180,8568,294902,59639,293,98
2022-41,1935,4211,8494,294664,59542,238,97
2022-42,1935,4870,7981,294389,59451,275,91
2022-43,1935,4893,6322,294113,59379,276,72
2022-44,1935,4347,7122,293868,59298,245,81
2022-45,1935,4404,6338,293620,59226,248,72
2022-46,1935,4692,5464,293356,59164,264,62
2022-47,1935,4678,7590,293093,59078,263,86
2022-48,1935,5217,7778,292800,58990,293,88
2022-49,1935,4973,7878,292521,58901,279,89
2022-50,1935,5906,7979,292190,58811,331,90
2022-51,1935,6271,8525,291839,58715,351,96
2022-52,1935,6959,10589,291450,58596,389,119
2023-01,1935,6125,8646,291108,58499,342,97
2023-02,1935,5468,7676,290803,58413,305,86
2023-03,1935,5618,7688,290490,58327,313,86
2023-04,1935,4779,6534,290224,58254,266,73
2023-05,1935,4837,5555,289955,58192,269,62
2023-06,1935,4643,6100,289697,58124,258,68
2023-07,1935,4846,7456,289428,58041,269,83
2023-08,1935,4922,5575,289155,57979,273,62
2023-09,1935,4656,7385,288897,57897,258,82
2023-10,1935,4913,6131,288625,57829,272,68
2023-11,1935,4809,5777,288359,57765,266,64
2023-12,1935,4379,6507,288117,57693,242,72
2023-13,1935,4492,6515,287869,57621,248,72
2023-14,1935,4205,6160,287637,57553,232,68
2023-15,1935,5044,4987,287359,57498,278,55
2023-16,1935,4540,4992,287109,57443,250,55
2023-17,1935,4125,5361,286882,57384,227,59
2023-18,1935,4147,5366,286654,57325,228,59
2023-19,1935,4278,5736,286419,57262,235,63
2023-20,1935,3680,7021,286217,57185,202,77
2023-21,1935,4193,6299,285987,57116,230,69
2023-22,1935,4233,4751,285755,57064,232,52
2023-23,1935,3816,4938,285546,57010,209,54
2023-24,1935,4349,4302,285308,56963,238,47
2023-25,1935,4627,5039,285055,56908,253,55
2023-26,1935,4155,6146,284828,56841,227,67
2023-27,1935,3773,5142,284622,56785,206,56
2023-28,1935,3831,4319,284413,56738,209,47
2023-29,1935,3926,5796,284199,56675,214,63
2023-30,1935,3359,4604,284016,56625,183,50
2023-31,1935,4152,4792,283790,56573,226,52
2023-32,1935,3990,5536,283573,56513,217,60
2023-33,1935,4361,6096,283336,56447,237,66
2023-34,1935,4254,7029,283105,56371,231,76
2023-35,1935,3741,3980,282902,56328,203,43
2023-36,1935,3818,4818,282695,56276,207,52
2023-37,1935,3710,5472,282494,56217,201,59
2023-38,1935,4100,5385,282272,56159,222,58
2023-39,1935,3956,5483,282058,56100,214,59
2023-40,1935,3940,5396,281845,56042,213,58
2023-41,1935,5037,6054,281573,55977,272,65
2023-42,1935,4856,5968,281311,55913,262,64
2023-43,1935,4470,5788,281070,55851,241,62
2023-44,1935,4939,5420,280804,55793,266,58
2023-45,1935,4609,5519,280556,55734,248,59
2023-46,1935,5116,6744,280281,55662,275,72
2023-47,1935,4953,7035,280015,55587,266,75
2023-48,1935,4827,6480,279756,55518,259,69
2023-49,1935,5149,7995,279480,55433,276,85
2023-50,1935,5603,6970,279180,55359,300,74
2023-51,1935,5384,9341,278892,55260,288,99
2023-52,1935,5839,7938,278580,55176,312,84
2024-01,1935,4871,6528,278320,55107,260,69
2024-02,1935,4481,5493,278081,55049,239,58
2024-03,1935,4823,7873,277824,54966,257,83
2024-04,1935,4752,6363,277571,54899,253,67
2024-05,1935,5547,6466,277276,54831,295,68
2024-06,1935,5911,6665,276962,54761,314,70
2024-07,1935,5088,5623,276692,54702,270,59
2024-08,1935,4545,6681,276451,54632,241,70
2024-09,1935,4549,5732,276210,54572,241,60
2024-10,1935,4591,5643,275967,54513,243,59
2024-11,1935,4538,5457,275727,54456,240,57
2024-12,1935,4523,4600,275488,54408,239,48
2024-13,1935,4584,4988,275246,54356,242,52
2024-14,1935,4512,5089,275008,54303,238,53
2024-15,1935,4459,6730,274773,54233,235,70
2024-16,1935,4273,7124,274548,54159,225,74
2024-17,1935,4562,5686,274308,54100,240,59
2024-18,1935,3975,4533,274099,54053,209,47
2024-19,1935,3731,5407,273903,53997,196,56
2024-20,1935,4038,5993,273691,53935,212,62
2024-21,1935,4118,4935,273475,53884,216,51
2024-22,1935,4408,4455,273244,53838,231,46
2024-23,1935,4297,5138,273019,53785,225,53
2024-24,1935,4052,5046,272807,53733,212,52
2024-25,1935,4572,5828,272568,53673,239,60
2024-26,1935,4173,4278,272350,53629,218,44
2024-27,1935,3505,5060,272167,53577,183,52
2024-28,1935,4160,4773,271950,53528,217,49
2024-29,1935,3530,4484,271766,53482,184,46
2024-30,1935,3897,5367,271563,53427,203,55
2024-31,1935,3381,4493,271387,53381,176,46
2024-32,1935,3710,2932,271194,53351,193,30
2024-33,1935,3116,3031,271032,53320,162,31
2024-34,1935,2617,3522,270896,53284,136,36
2024-35,1935,3389,3133,270720,53252,176,32
2024-36,1935,2389,2449,270596,53227,124,25
2024-37,1935,2216,3234,270481,53194,115,33
2024-38,1935,1446,1568,270406,53178,75,16
2024-39,1935,1369,2452,270335,53153,71,25
2024-40,1935,559,1177,270306,53141,29,12
2024-41,1935,115,294,270300,53138,6,3
2021-24,1940,2914,10773,311348,66306,174,137
2021-25,1940,2882,8980,311176,66192,172,114
2021-26,1940,2783,7652,311010,66095,166,97
2021-27,1940,2465,9721,310863,65972,147,123
2021-28,1940,3642,8550,310646,65864,217,108
2021-29,1940,3241,8405,310453,65758,193,106
2021-30,1940,4336,8259,310195,65654,258,104
2021-31,1940,3633,8113,309979,65552,216,102
2021-32,1940,3753,7886,309756,65453,223,99
2021-33,1940,3048,5981,309575,65378,181,75
2021-34,1940,3219,7427,309384,65285,191,93
2021-35,1940,3457,7358,309179,65193,205,92
2021-36,1940,3358,9053,308980,65080,199,113
2021-37,1940,3613,8104,308766,64979,214,101
2021-38,1940,3650,8036,308550,64879,216,100
2021-39,1940,3483,7807,308344,64782,206,97
2021-40,1940,3604,7819,308131,64685,213,97
2021-41,1940,4013,9367,307894,64569,237,116
2021-42,1940,4118,8898,307651,64459,243,110
2021-43,1940,5242,12731,307342,64302,309,157
2021-44,1940,4788,12436,307060,64149,282,153
2021-45,1940,5099,10751,306760,64017,300,132
2021-46,1940,5342,18309,306446,63793,314,224
2021-47,1940,5399,16398,306129,63593,317,200
2021-48,1940,6207,16203,305765,63396,364,197
2021-49,1940,5684,16501,305432,63196,333,200
2021-50,1940,5109,16305,305133,62999,299,197
2021-51,1940,4789,15773,304853,62809,280,190
2021-52,1940,4245,12816,304605,62655,248,154
2022-01,1940,3991,11927,304372,62512,233,143
2022-02,1940,4509,10614,304109,62385,263,127
2022-03,1940,3929,9042,303880,62277,229,108
2022-04,1940,4671,9562,303608,62163,272,114
2022-05,1940,4193,12528,303364,62014,244,149
2022-06,1940,5299,13572,303056,61853,308,161
2022-07,1940,4684,13438,302784,61694,272,159
2022-08,1940,4619,12029,302516,61552,268,142
2022-09,1940,4381,10865,302262,61424,254,128
2022-10,1940,3780,10462,302043,61301,219,123
2022-11,1940,4284,9885,301795,61185,248,116
2022-12,1940,4651,12215,301526,61042,269,143
2022-13,1940,4985,10270,301238,60922,288,120
2022-14,1940,5024,9603,300948,60810,290,112
2022-15,1940,4873,7298,300667,60725,281,85
2022-16,1940,4895,7997,300385,60632,282,93
2022-17,1940,5073,8441,300093,60534,292,98
2022-18,1940,4608,7936,299828,60442,265,92
2022-19,1940,4560,9247,299566,60335,262,107
2022-20,1940,4233,7962,299323,60243,243,92
2022-21,1940,4271,7020,299078,60162,245,81
2022-22,1940,4484,7812,298821,60072,257,90
2022-23,1940,4156,7301,298583,59988,238,84
2022-24,1940,3669,7311,298373,59904,210,84
2022-25,1940,3724,7234,298160,59821,213,83
2022-26,1940,4095,7856,297926,59731,234,90
2022-27,1940,4063,6642,297694,59655,232,76
2022-28,1940,3645,8930,297486,59553,208,102
2022-29,1940,5175,9209,297191,59448,295,105
2022-30,1940,4302,8257,296946,59354,245,94
2022-31,1940,5501,9064,296633,59251,313,103
2022-32,1940,3958,8903,296408,59150,225,101
2022-33,1940,4930,7857,296128,59061,280,89
2022-34,1940,4264,9375,295886,58955,242,106
2022-35,1940,4356,7794,295639,58867,247,88
2022-36,1940,4625,9850,295377,58756,262,111
2022-37,1940,4752,7732,295108,58669,269,87
2022-38,1940,5005,8189,294825,58577,283,92
2022-39,1940,5098,9184,294537,58474,288,103
2022-40,1940,5103,11080,294249,58350,288,124
2022-41,1940,4966,9938,293969,58239,280,111
2022-42,1940,5593,7800,293654,58152,315,87
2022-43,1940,4603,8802,293395,58054,259,98
2022-44,1940,4713,7825,293130,57967,265,87
2022-45,1940,4878,7476,292856,57884,274,83
2022-46,1940,4990,7848,292576,57797,280,87
2022-47,1940,5119,7679,292289,57712,287,85
2022-48,1940,4964,7872,292011,57625,278,87
2022-49,1940,4861,8791,291739,57528,272,97
2022-50,1940,5940,9807,291407,57420,332,108
2022-51,1940,7203,9917,291005,57311,402,109
2022-52,1940,6997,12220,290615,57177,390,134
2023-01,1940,6557,10325,290250,57064,365,113
2023-02,1940,5899,10712,289922,56947,328,117
2023-03,1940,5581,10735,289612,56830,310,117
2023-04,1940,5623,7810,289300,56745,312,85
2023-05,1940,5629,8467,288988,56653,312,92
2023-06,1940,4822,7742,288721,56569,267,84
2023-07,1940,5043,7846,288442,56484,279,85
2023-08,1940,5374,7951,288145,56398,297,86
2023-09,1940,5071,8890,287865,56302,280,96
2023-10,1940,5312,7233,287572,56224,293,78
2023-11,1940,5081,6871,287292,56150,280,74
2023-12,1940,5250,7253,287003,56072,289,78
2023-13,1940,4909,8009,286733,55986,270,86
2023-14,1940,4677,6527,286476,55916,257,70
2023-15,1940,4882,8780,286208,55822,268,94
2023-16,1940,4850,7577,285942,55741,266,81
2023-17,1940,5330,5431,285650,55683,292,58
2023-18,1940,4567,6938,285400,55609,250,74
2023-19,1940,4608,5444,285148,55551,252,58
2023-20,1940,4923,6296,284879,55484,269,67
2023-21,1940,4964,6869,284608,55411,271,73
2023-22,1940,4731,8010,284350,55326,258,85
2023-23,1940,5029,7361,284076,55248,274,78
2023-24,1940,4225,7277,283846,55171,230,77
2023-25,1940,4762,8519,283587,55081,259,90
2023-26,1940,4398,7869,283348,54998,239,83
2023-27,1940,4659,6835,283095,54926,253,72
2023-28,1940,5125,6368,282817,54859,278,67
2023-29,1940,4798,5804,282557,54798,260,61
2023-30,1940,3767,6669,282353,54728,204,70
2023-31,1940,4213,6200,282125,54663,228,65
2023-32,1940,4643,6112,281874,54599,251,64
2023-33,1940,4406,8226,281636,54513,238,86
2023-34,1940,5615,5457,281333,54456,303,57
2023-35,1940,4526,4504,281089,54409,244,47
2023-36,1940,4121,6140,280867,54345,222,64
2023-37,1940,4719,5859,280613,54284,254,61
2023-38,1940,4984,7406,280345,54207,268,77
2023-39,1940,4393,6935,280109,54135,236,72
2023-40,1940,5198,8489,279830,54047,279,88
2023-41,1940,5521,7826,279534,53966,296,81
2023-42,1940,5658,8322,279231,53880,303,86
2023-43,1940,5327,7268,278946,53805,285,75
2023-44,1940,5108,7861,278673,53724,273,81
2023-45,1940,5750,8457,278366,53637,307,87
2023-46,1940,5512,9154,278072,53543,294,94
2023-47,1940,6101,9952,277747,53441,325,102
2023-48,1940,5656,7425,277446,53365,301,76
2023-49,1940,6736,10574,277088,53257,358,108
2023-50,1940,6349,8924,276751,53166,337,91
2023-51,1940,6036,8349,276431,53081,320,85
2023-52,1940,6062,10926,276110,52970,321,111
2024-01,1940,5860,9072,275800,52878,310,92
2024-02,1940,5962,8296,275485,52794,315,84
2024-03,1940,5475,8904,275196,52704,289,90
2024-04,1940,6355,8423,274861,52619,335,85
2024-05,1940,5488,8635,274572,52532,289,87
2024-06,1940,7055,8251,274201,52449,371,83
2024-07,1940,5596,8563,273907,52363,294,86
2024-08,1940,6289,7079,273577,52292,330,71
2024-09,1940,5303,6789,273299,52224,278,68
2024-10,1940,4984,6297,273038,52161,261,63
2024-11,1940,5257,7107,272763,52090,275,71
2024-12,1940,5147,5912,272494,52031,269,59
2024-13,1940,5842,6522,272189,51966,305,65
2024-14,1940,5215,7234,271917,51894,272,72
2024-15,1940,5105,6640,271651,51828,266,66
2024-16,1940,5110,7758,271385,51751,266,77
2024-17,1940,4326,5547,271160,51696,225,55
2024-18,1940,4850,6159,270908,51635,252,61
2024-19,1940,4218,7787,270689,51558,219,77
2024-20,1940,4897,6277,270435,51496,254,62
2024-21,1940,4592,6996,270197,51427,238,69
2024-22,1940,4867,6700,269945,51361,252,66
2024-23,1940,4446,7116,269715,51291,230,70
2024-24,1940,4489,4069,269483,51251,232,40
2024-25,1940,5248,6213,269212,51190,271,61
2024-26,1940,5700,6323,268918,51128,294,62
2024-27,1940,3880,5308,268718,51076,200,52
2024-28,1940,4447,5109,268489,51026,229,50
2024-29,1940,4042,6036,268281,50967,208,59
2024-30,1940,5038,5632,268022,50912,259,55
2024-31,1940,3893,5946,267822,50854,200,58
2024-32,1940,4150,6056,267609,50795,213,59
2024-33,1940,3665,6886,267421,50728,188,67
2024-34,1940,3883,4526,267222,50684,199,44
2024-35,1940,4335,5045,267000,50635,222,49
2024-36,1940,2168,2988,266889,50606,111,29
2024-37,1940,2541,3402,266759,50573,130,33
2024-38,1940,1974,3198,266658,50542,101,31
2024-39,1940,1975,2580,266557,50517,101,25
2024-40,1940,782,825,266517,50509,40,8
2024-41,1940,136,309,266510,50506,7,3
2021-24,1945,1581,6270,468113,107264,142,129
2021-25,1945,1816,5304,467950,107155,163,109
2021-26,1945,1504,5114,467815,107050,135,105
2021-27,1945,1828,5656,467651,106934,164,116
2021-28,1945,2052,5418,467467,106823,184,111
2021-29,1945,1975,5032,467290,106720,177,103
2021-30,1945,1897,5135,467120,106615,170,105
2021-31,1945,1887,4454,466951,106524,169,91
2021-32,1945,1954,5242,466776,106417,175,107
2021-33,1945,2000,6328,466597,106288,179,129
2021-34,1945,2191,5303,466401,106180,196,108
2021-35,1945,1990,4866,466223,106081,178,99
2021-36,1945,2540,4673,465996,105986,227,95
2021-37,1945,2485,4875,465774,105887,222,99
2021-38,1945,2273,5570,465571,105774,203,113
2021-39,1945,2039,4588,465389,105681,182,93
2021-40,1945,2421,4642,465173,105587,216,94
2021-41,1945,2096,5734,464986,105471,187,116
2021-42,1945,2400,5790,464772,105354,214,117
2021-43,1945,2873,6888,464516,105215,256,139
2021-44,1945,2583,7195,464286,105070,230,145
2021-45,1945,2775,8500,464039,104899,247,171
2021-46,1945,2934,9910,463778,104700,261,199
2021-47,1945,3217,10729,463492,104485,286,215
2021-48,1945,3625,10551,463170,104274,322,211
2021-49,1945,3413,10622,462867,104062,303,212
2021-50,1945,3133,9889,462589,103865,278,197
2021-51,1945,3000,9203,462323,103682,266,183
2021-52,1945,2719,10077,462082,103482,241,200
2022-01,1945,2720,8377,461841,103316,241,166
2022-02,1945,2496,8290,461620,103152,221,164
2022-03,1945,2452,7035,461403,103013,217,139
2022-04,1945,2555,6131,461177,102892,226,121
2022-05,1945,2714,6545,460937,102763,240,129
2022-06,1945,2920,7927,460679,102607,258,156
2022-07,1945,3103,7786,460405,102454,274,153
2022-08,1945,2515,7185,460183,102313,222,141
2022-09,1945,2720,6991,459943,102176,240,137
2022-10,1945,2495,5875,459723,102061,220,115
2022-11,1945,2519,6394,459501,101936,222,125
2022-12,1945,2929,6094,459243,101817,258,119
2022-13,1945,2749,5485,459001,101710,242,107
2022-14,1945,2648,6005,458768,101593,233,117
2022-15,1945,2831,6423,458519,101468,249,125
2022-16,1945,2628,5658,458288,101358,231,110
2022-17,1945,2629,5304,458057,101255,231,103
2022-18,1945,2824,5722,457809,101144,248,111
2022-19,1945,2541,5315,457586,101041,223,103
2022-20,1945,2451,4855,457371,100947,215,94
2022-21,1945,2440,4239,457157,100865,214,82
2022-22,1945,2510,4812,456937,100772,220,93
2022-23,1945,2408,5386,456726,100668,211,104
2022-24,1945,2410,4147,456515,100588,211,80
2022-25,1945,2331,3994,456311,100511,204,77
2022-26,1945,2640,4829,456080,100418,231,93
2022-27,1945,2276,4209,455881,100337,199,81
2022-28,1945,2116,4785,455696,100245,185,92
2022-29,1945,3045,4894,455430,100151,266,94
2022-30,1945,2726,4481,455192,100065,238,86
